o,s,olabel,slabel,user_olabel,user_slabel
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15703,http://purl.obolibrary.org/obo/DMBA_15704
UBERON:0002616,UBERON:0002871,regional part of brain,hypoglossal nucleus,http://purl.obolibrary.org/obo/MBA_370,http://purl.obolibrary.org/obo/MBA_773
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_934,http://purl.obolibrary.org/obo/MBA_419
UBERON:0018263,UBERON:0002616,ventral zone of medial entorhinal cortex,regional part of brain,http://purl.obolibrary.org/obo/MBA_934,http://purl.obolibrary.org/obo/MBA_419
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16007,http://purl.obolibrary.org/obo/DMBA_16011
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15838,http://purl.obolibrary.org/obo/DMBA_15841
UBERON:0002616,UBERON:0002872,regional part of brain,inferior salivatory nucleus,http://purl.obolibrary.org/obo/MBA_370,http://purl.obolibrary.org/obo/MBA_106
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_746,http://purl.obolibrary.org/obo/MBA_680
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15577,http://purl.obolibrary.org/obo/DMBA_15599
UBERON:0001928,UBERON:0002616,preoptic area,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15577,http://purl.obolibrary.org/obo/DMBA_15599
UBERON:0003016,UBERON:0004680,postcommissural fornix of brain,body of fornix,http://purl.obolibrary.org/obo/MBA_737,http://purl.obolibrary.org/obo/MBA_436
UBERON:0002616,UBERON:0004680,regional part of brain,body of fornix,http://purl.obolibrary.org/obo/MBA_737,http://purl.obolibrary.org/obo/MBA_436
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_323,http://purl.obolibrary.org/obo/MBA_35
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17735,http://purl.obolibrary.org/obo/DMBA_17784
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17598,http://purl.obolibrary.org/obo/DMBA_111220918
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16188,http://purl.obolibrary.org/obo/DMBA_16189
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_111220828,http://purl.obolibrary.org/obo/DMBA_17376
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_566,http://purl.obolibrary.org/obo/MBA_1141
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16829,http://purl.obolibrary.org/obo/DMBA_16836
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_370,http://purl.obolibrary.org/obo/MBA_839
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17449,http://purl.obolibrary.org/obo/DMBA_17450
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_111220880,http://purl.obolibrary.org/obo/DMBA_112892405
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16539,http://purl.obolibrary.org/obo/DMBA_16541
UBERON:0002616,UBERON:0002899,regional part of brain,hippocampal sulcus,http://purl.obolibrary.org/obo/MBA_1032,http://purl.obolibrary.org/obo/MBA_1063
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_536,http://purl.obolibrary.org/obo/MBA_544
UBERON:0002883,UBERON:0002616,central amygdaloid nucleus,regional part of brain,http://purl.obolibrary.org/obo/MBA_536,http://purl.obolibrary.org/obo/MBA_544
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15831,http://purl.obolibrary.org/obo/DMBA_15833
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16497,http://purl.obolibrary.org/obo/DMBA_16498
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17683,http://purl.obolibrary.org/obo/DMBA_17685
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_480149258,http://purl.obolibrary.org/obo/MBA_480149278
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17058,http://purl.obolibrary.org/obo/DMBA_17062
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15708,http://purl.obolibrary.org/obo/DMBA_15709
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_444,http://purl.obolibrary.org/obo/MBA_59
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17717,http://purl.obolibrary.org/obo/DMBA_17719
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_1002,http://purl.obolibrary.org/obo/MBA_1005
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16959,http://purl.obolibrary.org/obo/DMBA_16961
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_566,http://purl.obolibrary.org/obo/MBA_1142
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17321,http://purl.obolibrary.org/obo/DMBA_17326
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17735,http://purl.obolibrary.org/obo/DMBA_17789
UBERON:0002616,UBERON:0002752,regional part of brain,olivocerebellar tract,http://purl.obolibrary.org/obo/MBA_490,http://purl.obolibrary.org/obo/MBA_404
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17380,http://purl.obolibrary.org/obo/DMBA_111220834
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17556,http://purl.obolibrary.org/obo/DMBA_17557
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16399,http://purl.obolibrary.org/obo/DMBA_16405
UBERON:0002616,UBERON:0006696,regional part of brain,mammillothalamic axonal tract,http://purl.obolibrary.org/obo/DMBA_17735,http://purl.obolibrary.org/obo/DMBA_17782
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_112892307,http://purl.obolibrary.org/obo/DMBA_16806
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17292,http://purl.obolibrary.org/obo/DMBA_111220776
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16549,http://purl.obolibrary.org/obo/DMBA_16550
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_480149314,http://purl.obolibrary.org/obo/MBA_480149318
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_46,http://purl.obolibrary.org/obo/MBA_681
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_369,http://purl.obolibrary.org/obo/MBA_945
UBERON:0002616,UBERON:0001384,regional part of brain,primary motor cortex,http://purl.obolibrary.org/obo/MBA_500,http://purl.obolibrary.org/obo/MBA_985
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_126651982,http://purl.obolibrary.org/obo/DMBA_126651994
UBERON:0002616,UBERON:0002778,regional part of brain,ventral pallidum,http://purl.obolibrary.org/obo/DMBA_15842,http://purl.obolibrary.org/obo/DMBA_15844
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16378,http://purl.obolibrary.org/obo/DMBA_111220584
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15845,http://purl.obolibrary.org/obo/DMBA_15846
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_379,http://purl.obolibrary.org/obo/MBA_222
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16466,http://purl.obolibrary.org/obo/DMBA_111220592
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16829,http://purl.obolibrary.org/obo/DMBA_16837
UBERON:0002776,UBERON:0002596,ventral nuclear group,ventral posterior nucleus of thalamus,http://purl.obolibrary.org/obo/MBA_637,http://purl.obolibrary.org/obo/MBA_709
UBERON:0002616,UBERON:0002596,regional part of brain,ventral posterior nucleus of thalamus,http://purl.obolibrary.org/obo/MBA_637,http://purl.obolibrary.org/obo/MBA_709
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_112892301,http://purl.obolibrary.org/obo/DMBA_112892303
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17313,http://purl.obolibrary.org/obo/DMBA_111220800
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_111220638,http://purl.obolibrary.org/obo/DMBA_16962
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17449,http://purl.obolibrary.org/obo/DMBA_17451
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16378,http://purl.obolibrary.org/obo/DMBA_16379
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17679,http://purl.obolibrary.org/obo/DMBA_17682
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_688,http://purl.obolibrary.org/obo/MBA_703
UBERON:0000956,UBERON:0002616,cerebral cortex,regional part of brain,http://purl.obolibrary.org/obo/MBA_688,http://purl.obolibrary.org/obo/MBA_703
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16541,http://purl.obolibrary.org/obo/DMBA_16542
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16497,http://purl.obolibrary.org/obo/DMBA_16499
UBERON:0002129,UBERON:0002616,cerebellar cortex,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16939,http://purl.obolibrary.org/obo/DMBA_16943
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16939,http://purl.obolibrary.org/obo/DMBA_16943
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_493,http://purl.obolibrary.org/obo/MBA_56
UBERON:0005403,UBERON:0002616,ventral striatum,regional part of brain,http://purl.obolibrary.org/obo/MBA_493,http://purl.obolibrary.org/obo/MBA_56
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17176,http://purl.obolibrary.org/obo/DMBA_17177
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_967,http://purl.obolibrary.org/obo/MBA_840
UBERON:0001785,UBERON:0002616,cranial nerve,regional part of brain,http://purl.obolibrary.org/obo/MBA_967,http://purl.obolibrary.org/obo/MBA_840
UBERON:0002616,UBERON:0001900,regional part of brain,ventral thalamus,http://purl.obolibrary.org/obo/DMBA_16309,http://purl.obolibrary.org/obo/DMBA_16310
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_182305689,http://purl.obolibrary.org/obo/MBA_182305701
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_126651854,http://purl.obolibrary.org/obo/DMBA_126651858
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_247,http://purl.obolibrary.org/obo/MBA_1002
UBERON:0001393,UBERON:0002616,auditory cortex,regional part of brain,http://purl.obolibrary.org/obo/MBA_247,http://purl.obolibrary.org/obo/MBA_1002
UBERON:0002616,UBERON:0002141,regional part of brain,parvocellular oculomotor nucleus,http://purl.obolibrary.org/obo/MBA_323,http://purl.obolibrary.org/obo/MBA_975
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15969,http://purl.obolibrary.org/obo/DMBA_15971
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16554,http://purl.obolibrary.org/obo/DMBA_16555
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17475,http://purl.obolibrary.org/obo/DMBA_112892397
UBERON:0005588,UBERON:0002616,rhombomere 8 floor plate,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17475,http://purl.obolibrary.org/obo/DMBA_112892397
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_119,http://purl.obolibrary.org/obo/MBA_694
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17123,http://purl.obolibrary.org/obo/DMBA_111220706
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16764,http://purl.obolibrary.org/obo/DMBA_16767
UBERON:0002273,UBERON:0002616,lateral zone of hypothalamus,regional part of brain,http://purl.obolibrary.org/obo/MBA_290,http://purl.obolibrary.org/obo/MBA_797
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_290,http://purl.obolibrary.org/obo/MBA_797
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17280,http://purl.obolibrary.org/obo/DMBA_17283
UBERON:0016635,UBERON:0016825,paragigantocellular nucleus,dorsal paragigantocellular nucleus,http://purl.obolibrary.org/obo/MBA_938,http://purl.obolibrary.org/obo/MBA_970
UBERON:0002616,UBERON:0016825,regional part of brain,dorsal paragigantocellular nucleus,http://purl.obolibrary.org/obo/MBA_938,http://purl.obolibrary.org/obo/MBA_970
UBERON:0002616,UBERON:0001897,regional part of brain,dorsal plus ventral thalamus,http://purl.obolibrary.org/obo/DMBA_16375,http://purl.obolibrary.org/obo/DMBA_16376
UBERON:0007628,UBERON:0002616,lateral septal complex,regional part of brain,http://purl.obolibrary.org/obo/MBA_275,http://purl.obolibrary.org/obo/MBA_310
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_275,http://purl.obolibrary.org/obo/MBA_310
UBERON:0002616,UBERON:0002149,regional part of brain,superior salivatory nucleus,http://purl.obolibrary.org/obo/MBA_987,http://purl.obolibrary.org/obo/MBA_462
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16699,http://purl.obolibrary.org/obo/DMBA_16701
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17556,http://purl.obolibrary.org/obo/DMBA_17558
UBERON:0002616,UBERON:0022424,regional part of brain,supragenual nucleus of pontine tegmentum,http://purl.obolibrary.org/obo/DMBA_17256,http://purl.obolibrary.org/obo/DMBA_17190
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_112892307,http://purl.obolibrary.org/obo/DMBA_16807
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_467,http://purl.obolibrary.org/obo/MBA_946
UBERON:0002272,UBERON:0002616,medial zone of hypothalamus,regional part of brain,http://purl.obolibrary.org/obo/MBA_467,http://purl.obolibrary.org/obo/MBA_946
UBERON:0002616,UBERON:0001922,regional part of brain,parafascicular nucleus,http://purl.obolibrary.org/obo/DMBA_16440,http://purl.obolibrary.org/obo/DMBA_16442
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_877,http://purl.obolibrary.org/obo/MBA_1051
UBERON:0002949,UBERON:0002616,tectospinal tract,regional part of brain,http://purl.obolibrary.org/obo/MBA_877,http://purl.obolibrary.org/obo/MBA_1051
UBERON:0002436,UBERON:0002616,primary visual cortex,regional part of brain,http://purl.obolibrary.org/obo/MBA_385,http://purl.obolibrary.org/obo/MBA_33
