?supname	?sup	?subname	?sub	?inferred
"anterior nucleus of hypothalamus dorsal part"	<http://purl.obolibrary.org/obo/UBERON_0014592>	"Anterior hypothalamic nucleus, dorsal part"	<http://purl.obolibrary.org/obo/MBA_716>	"true"
"anterior nucleus of hypothalamus posterior part"	<http://purl.obolibrary.org/obo/UBERON_0014591>	"posterior part of anterior hypothalamic nucleus"	<http://purl.obolibrary.org/obo/DMBA_16240>	"true"
"anterior nucleus of hypothalamus posterior part"	<http://purl.obolibrary.org/obo/UBERON_0014591>	"Anterior hypothalamic nucleus, posterior part"	<http://purl.obolibrary.org/obo/MBA_724>	"true"
"anterior occipital sulcus"	<http://purl.obolibrary.org/obo/UBERON_0002906>	"anterior occipital sulcus"	<http://purl.obolibrary.org/obo/DHBA_146034784>	"true"
"anterior occipital sulcus"	<http://purl.obolibrary.org/obo/UBERON_0002906>	"anterior occipital sulcus"	<http://purl.obolibrary.org/obo/HBA_9385>	"true"
"anterior olfactory nucleus"	<http://purl.obolibrary.org/obo/UBERON_0002266>	"anterior olfactory nucleus"	<http://purl.obolibrary.org/obo/DHBA_10308>	"true"
"anterior olfactory nucleus"	<http://purl.obolibrary.org/obo/UBERON_0002266>	"anterior olfactory nucleus"	<http://purl.obolibrary.org/obo/HBA_4324>	"true"
"anterior olfactory nucleus"	<http://purl.obolibrary.org/obo/UBERON_0002266>	"Anterior olfactory nucleus"	<http://purl.obolibrary.org/obo/MBA_159>	"true"
"anterior orbital gyrus"	<http://purl.obolibrary.org/obo/UBERON_0022244>	"anterior orbital gyrus"	<http://purl.obolibrary.org/obo/HBA_4053>	"true"
"anterior parahippocampal gyrus"	<http://purl.obolibrary.org/obo/UBERON_0022383>	"anterior parahippocampal gyrus"	<http://purl.obolibrary.org/obo/DHBA_12163>	"true"
"anterior paraventricular nucleus of thalamus"	<http://purl.obolibrary.org/obo/UBERON_0000434>	"anterior paraventricular nucleus of thalamus"	<http://purl.obolibrary.org/obo/DMBA_16400>	"true"
"anterior paraventricular nucleus of thalamus"	<http://purl.obolibrary.org/obo/UBERON_0000434>	"periventricular nucleus of the hypothalamus, anterior part"	<http://purl.obolibrary.org/obo/HBA_12906>	"true"
"anterior paraventricular nucleus of thalamus"	<http://purl.obolibrary.org/obo/UBERON_0000434>	"Periventricular hypothalamic nucleus, anterior part"	<http://purl.obolibrary.org/obo/MBA_30>	"true"
"anterior parolfactory sulcus"	<http://purl.obolibrary.org/obo/UBERON_0002919>	"rostral parolfactory sulcus"	<http://purl.obolibrary.org/obo/DHBA_146034824>	"true"
"anterior perforated substance"	<http://purl.obolibrary.org/obo/UBERON_0018141>	"anterior perforated substance"	<http://purl.obolibrary.org/obo/DHBA_10642>	"true"
"anterior pretectal nucleus"	<http://purl.obolibrary.org/obo/UBERON_0034918>	"anterior (ventral /principal) pretectal nucleus"	<http://purl.obolibrary.org/obo/DHBA_12187>	"true"
"anterior segment of paracentral lobule"	<http://purl.obolibrary.org/obo/UBERON_0035932>	"paracentral lobule, anterior part"	<http://purl.obolibrary.org/obo/HBA_4071>	"true"
"anterior spinocerebellar tract"	<http://purl.obolibrary.org/obo/UBERON_0002987>	"ventral spinocerebellar tract"	<http://purl.obolibrary.org/obo/DHBA_12801>	"true"
"anterior spinocerebellar tract"	<http://purl.obolibrary.org/obo/UBERON_0002987>	"ventral spinocerebellar tract"	<http://purl.obolibrary.org/obo/DMBA_17805>	"true"
"anterior spinocerebellar tract"	<http://purl.obolibrary.org/obo/UBERON_0002987>	"ventral spinocerebellar tract"	<http://purl.obolibrary.org/obo/MBA_866>	"true"
"anterior subcentral sulcus"	<http://purl.obolibrary.org/obo/UBERON_0002672>	"anterior subcentral sulcus"	<http://purl.obolibrary.org/obo/DHBA_146034788>	"true"
"anterior tegmental nucleus"	<http://purl.obolibrary.org/obo/UBERON_0010036>	"anterior tegmental nucleus"	<http://purl.obolibrary.org/obo/DMBA_17008>	"true"
"anterior tegmental nucleus"	<http://purl.obolibrary.org/obo/UBERON_0010036>	"Anterior tegmental nucleus"	<http://purl.obolibrary.org/obo/MBA_231>	"true"
"anterior thalamic peduncle"	<http://purl.obolibrary.org/obo/UBERON_0022237>	"rostral thalamic peduncle"	<http://purl.obolibrary.org/obo/DHBA_266441633>	"true"
"anterior thalamic peduncle"	<http://purl.obolibrary.org/obo/UBERON_0022237>	"rostral thalamic peduncle"	<http://purl.obolibrary.org/obo/HBA_265505274>	"true"
"anterior thalamic radiation"	<http://purl.obolibrary.org/obo/UBERON_0034746>	"anterior thalamic radiation"	<http://purl.obolibrary.org/obo/DHBA_12043>	"true"
"anterior transverse temporal gyrus"	<http://purl.obolibrary.org/obo/UBERON_0002773>	"Heschl's gyrus"	<http://purl.obolibrary.org/obo/HBA_4165>	"true"
"anterodorsal nucleus of medial geniculate body"	<http://purl.obolibrary.org/obo/UBERON_0014521>	"anterodorsal nucleus of medial geniculate complex, left"	<http://purl.obolibrary.org/obo/HBA_4446>	"true"
"anterodorsal nucleus of thalamus"	<http://purl.obolibrary.org/obo/UBERON_0002679>	"anterodorsal nucleus of thalamus"	<http://purl.obolibrary.org/obo/DHBA_10393>	"true"
"anterodorsal nucleus of thalamus"	<http://purl.obolibrary.org/obo/UBERON_0002679>	"anterodorsal nucleus"	<http://purl.obolibrary.org/obo/DMBA_16420>	"true"
"anterodorsal nucleus of thalamus"	<http://purl.obolibrary.org/obo/UBERON_0002679>	"anterodorsal nucleus of the thalamus, left"	<http://purl.obolibrary.org/obo/HBA_4398>	"true"
"anterodorsal nucleus of thalamus"	<http://purl.obolibrary.org/obo/UBERON_0002679>	"Anterodorsal nucleus"	<http://purl.obolibrary.org/obo/MBA_64>	"true"
"anterolateral visual area"	<http://purl.obolibrary.org/obo/UBERON_0035894>	"Anterolateral visual area"	<http://purl.obolibrary.org/obo/MBA_402>	"true"
"anterolateral visual area, layer 5"	<http://purl.obolibrary.org/obo/UBERON_0035908>	"Anterolateral visual area, layer 5"	<http://purl.obolibrary.org/obo/MBA_233>	"true"
"anteromedial nucleus of thalamus"	<http://purl.obolibrary.org/obo/UBERON_0002681>	"anteromedial nucleus of thalamus"	<http://purl.obolibrary.org/obo/DHBA_10394>	"true"
"anteromedial nucleus of thalamus"	<http://purl.obolibrary.org/obo/UBERON_0002681>	"anteromedial nucleus"	<http://purl.obolibrary.org/obo/DMBA_16422>	"true"
"anteromedial nucleus of thalamus"	<http://purl.obolibrary.org/obo/UBERON_0002681>	"anteromedial nucleus of the thalamus, left"	<http://purl.obolibrary.org/obo/HBA_4396>	"true"
"anteromedial nucleus of thalamus"	<http://purl.obolibrary.org/obo/UBERON_0002681>	"Anteromedial nucleus"	<http://purl.obolibrary.org/obo/MBA_127>	"true"
"anteromedial visual area"	<http://purl.obolibrary.org/obo/UBERON_0035893>	"Anteromedial visual area"	<http://purl.obolibrary.org/obo/MBA_394>	"true"
"anteromedial visual area, layer 5"	<http://purl.obolibrary.org/obo/UBERON_0035913>	"Anteromedial visual area, layer 5"	<http://purl.obolibrary.org/obo/MBA_433>	"true"
"anteroventral cochlear nucleus"	<http://purl.obolibrary.org/obo/UBERON_0002830>	"ventral cochlear nucleus, rostral part"	<http://purl.obolibrary.org/obo/DHBA_12440>	"true"
"anteroventral cochlear nucleus"	<http://purl.obolibrary.org/obo/UBERON_0002830>	"anteroventral cochlear nucleus, left"	<http://purl.obolibrary.org/obo/HBA_9532>	"true"
"anteroventral nucleus of thalamus"	<http://purl.obolibrary.org/obo/UBERON_0002685>	"anteroventral nucleus of thalamus"	<http://purl.obolibrary.org/obo/DHBA_10395>	"true"
"anteroventral nucleus of thalamus"	<http://purl.obolibrary.org/obo/UBERON_0002685>	"anteroventral nucleus"	<http://purl.obolibrary.org/obo/DMBA_16421>	"true"
"anteroventral nucleus of thalamus"	<http://purl.obolibrary.org/obo/UBERON_0002685>	"anteroventral nucleus of the thalamus, left"	<http://purl.obolibrary.org/obo/HBA_4397>	"true"
"anteroventral nucleus of thalamus"	<http://purl.obolibrary.org/obo/UBERON_0002685>	"Anteroventral nucleus of thalamus"	<http://purl.obolibrary.org/obo/MBA_255>	"true"
"anteroventral periventricular nucleus"	<http://purl.obolibrary.org/obo/UBERON_0002690>	"anteroventral periventricular nucleus"	<http://purl.obolibrary.org/obo/DHBA_13061>	"true"
"anteroventral periventricular nucleus"	<http://purl.obolibrary.org/obo/UBERON_0002690>	"anteroventral periventricular nucleus, left"	<http://purl.obolibrary.org/obo/HBA_4550>	"true"
"anteroventral periventricular nucleus"	<http://purl.obolibrary.org/obo/UBERON_0002690>	"Anteroventral periventricular nucleus"	<http://purl.obolibrary.org/obo/MBA_272>	"true"
"anteroventral preoptic nucleus"	<http://purl.obolibrary.org/obo/UBERON_0035974>	"Anteroventral preoptic nucleus"	<http://purl.obolibrary.org/obo/MBA_263>	"true"
"archicortex"	<http://purl.obolibrary.org/obo/UBERON_0002961>	"archicortex"	<http://purl.obolibrary.org/obo/DHBA_10293>	"true"
"arcuate fasciculus"	<http://purl.obolibrary.org/obo/UBERON_0035937>	"arcuate fasciculus"	<http://purl.obolibrary.org/obo/DHBA_10569>	"true"
"arcuate fasciculus"	<http://purl.obolibrary.org/obo/UBERON_0035937>	"arcuate fasciculus"	<http://purl.obolibrary.org/obo/HBA_9231>	"true"
"arcuate nucleus of hypothalamus"	<http://purl.obolibrary.org/obo/UBERON_0001932>	"arcuate nucleus of hypothalamus"	<http://purl.obolibrary.org/obo/DHBA_10492>	"true"
"arcuate nucleus of hypothalamus"	<http://purl.obolibrary.org/obo/UBERON_0001932>	"arcuate nucleus of the hypothalamus"	<http://purl.obolibrary.org/obo/HBA_12913>	"true"
"arcuate nucleus of hypothalamus"	<http://purl.obolibrary.org/obo/UBERON_0001932>	"Arcuate hypothalamic nucleus"	<http://purl.obolibrary.org/obo/MBA_223>	"true"
"arcuate nucleus of medulla"	<http://purl.obolibrary.org/obo/UBERON_0002865>	"arcuate nucleus of medulla oblongata"	<http://purl.obolibrary.org/obo/DHBA_12536>	"true"
"arcuate nucleus of medulla"	<http://purl.obolibrary.org/obo/UBERON_0002865>	"arcuate nucleus of medulla"	<http://purl.obolibrary.org/obo/HBA_9519>	"true"
"area X of ventral lateral nucleus"	<http://purl.obolibrary.org/obo/UBERON_0002687>	"nucleus X (preaccessory cuneate nucleus)"	<http://purl.obolibrary.org/obo/DHBA_12653>	"true"
"area postrema"	<http://purl.obolibrary.org/obo/UBERON_0002162>	"area postrema"	<http://purl.obolibrary.org/obo/DHBA_12807>	"true"
"area postrema"	<http://purl.obolibrary.org/obo/UBERON_0002162>	"area postrema"	<http://purl.obolibrary.org/obo/HBA_9522>	"true"
"area postrema"	<http://purl.obolibrary.org/obo/UBERON_0002162>	"Area postrema"	<http://purl.obolibrary.org/obo/MBA_207>	"true"
"auditory cortex"	<http://purl.obolibrary.org/obo/UBERON_0001393>	"Auditory areas"	<http://purl.obolibrary.org/obo/MBA_247>	"true"
"auditory radiation"	<http://purl.obolibrary.org/obo/UBERON_0022262>	"acoustic radiation"	<http://purl.obolibrary.org/obo/DHBA_266441583>	"true"
"auditory radiation"	<http://purl.obolibrary.org/obo/UBERON_0022262>	"acoustic radiation"	<http://purl.obolibrary.org/obo/HBA_265504974>	"true"
"barrel cortex"	<http://purl.obolibrary.org/obo/UBERON_0010415>	"Primary somatosensory area, barrel field"	<http://purl.obolibrary.org/obo/MBA_329>	"true"
"basal amygdaloid nucleus"	<http://purl.obolibrary.org/obo/UBERON_0002887>	"basolateral nucleus"	<http://purl.obolibrary.org/obo/HBA_4341>	"true"
"basal amygdaloid nucleus"	<http://purl.obolibrary.org/obo/UBERON_0002887>	"Basolateral amygdalar nucleus"	<http://purl.obolibrary.org/obo/MBA_295>	"true"
"basal forebrain"	<http://purl.obolibrary.org/obo/UBERON_0002743>	"basal forebrain"	<http://purl.obolibrary.org/obo/DHBA_10349>	
"basal forebrain"	<http://purl.obolibrary.org/obo/UBERON_0002743>	"basal forebrain"	<http://purl.obolibrary.org/obo/HBA_4300>	
"basal forebrain"	<http://purl.obolibrary.org/obo/UBERON_0002743>	"basal forebrain"	<http://purl.obolibrary.org/obo/PBA_128012976>	"true"
"basal ganglion"	<http://purl.obolibrary.org/obo/UBERON_0002420>	"basal nuclei (basal ganglia)"	<http://purl.obolibrary.org/obo/DHBA_10332>	"true"
"basal nucleus of telencephalon"	<http://purl.obolibrary.org/obo/UBERON_0010010>	"basal nucleus of Meynert"	<http://purl.obolibrary.org/obo/DHBA_10353>	
"basal nucleus of telencephalon"	<http://purl.obolibrary.org/obo/UBERON_0010010>	"basal nucleus of meynert, left"	<http://purl.obolibrary.org/obo/HBA_4308>	
"basal nucleus of telencephalon"	<http://purl.obolibrary.org/obo/UBERON_0010010>	"basal nucleus of Meynert"	<http://purl.obolibrary.org/obo/PBA_10141>	"true"
"basal part of pons"	<http://purl.obolibrary.org/obo/UBERON_0002567>	"basilar part of pons"	<http://purl.obolibrary.org/obo/DHBA_12405>	"true"
"basal part of pons"	<http://purl.obolibrary.org/obo/UBERON_0002567>	"basal part of pons"	<http://purl.obolibrary.org/obo/HBA_9132>	"true"
"basal ventral medial nucleus of thalamus"	<http://purl.obolibrary.org/obo/UBERON_0034993>	"basal ventral medial nucleus of the thalamus, left"	<http://purl.obolibrary.org/obo/HBA_4427>	"true"
"basolateral amygdaloid nuclear complex"	<http://purl.obolibrary.org/obo/UBERON_0006107>	"basolateral nuclear group"	<http://purl.obolibrary.org/obo/DHBA_10366>	
"basolateral amygdaloid nuclear complex"	<http://purl.obolibrary.org/obo/UBERON_0006107>	"basolateral nuclear complex"	<http://purl.obolibrary.org/obo/PBA_128012678>	"true"
"bed nucleus of stria terminalis"	<http://purl.obolibrary.org/obo/UBERON_0001880>	"bed nucleus of stria terminalis"	<http://purl.obolibrary.org/obo/DHBA_10384>	"true"
"bed nucleus of stria terminalis"	<http://purl.obolibrary.org/obo/UBERON_0001880>	"bed  nucleus of stria terminalis, left"	<http://purl.obolibrary.org/obo/HBA_4313>	"true"
"bed nucleus of stria terminalis"	<http://purl.obolibrary.org/obo/UBERON_0001880>	"Bed nuclei of the stria terminalis"	<http://purl.obolibrary.org/obo/MBA_351>	"true"
"bed nucleus of the accessory olfactory tract"	<http://purl.obolibrary.org/obo/UBERON_0035977>	"Bed nucleus of the accessory olfactory tract"	<http://purl.obolibrary.org/obo/MBA_292>	"true"
"body of caudate nucleus"	<http://purl.obolibrary.org/obo/UBERON_0002630>	"body of caudate"	<http://purl.obolibrary.org/obo/DHBA_10336>	"true"
"body of caudate nucleus"	<http://purl.obolibrary.org/obo/UBERON_0002630>	"body of the caudate nucleus"	<http://purl.obolibrary.org/obo/HBA_12899>	"true"
"body of corpus callosum"	<http://purl.obolibrary.org/obo/UBERON_0015510>	"body of corpus callosum"	<http://purl.obolibrary.org/obo/DHBA_10564>	"true"
"body of corpus callosum"	<http://purl.obolibrary.org/obo/UBERON_0015510>	"body of the corpus callosum"	<http://purl.obolibrary.org/obo/HBA_9224>	"true"
"body of fornix"	<http://purl.obolibrary.org/obo/UBERON_0004680>	"column of the fornix"	<http://purl.obolibrary.org/obo/DHBA_10577>	"true"
"body of fornix"	<http://purl.obolibrary.org/obo/UBERON_0004680>	"body of the fornix"	<http://purl.obolibrary.org/obo/DHBA_10578>	"true"
"body of fornix"	<http://purl.obolibrary.org/obo/UBERON_0004680>	"body of the fornix, left"	<http://purl.obolibrary.org/obo/HBA_9252>	"true"
"body of fornix"	<http://purl.obolibrary.org/obo/UBERON_0004680>	"columns of the fornix"	<http://purl.obolibrary.org/obo/MBA_436>	"true"
"body of lateral ventricle"	<http://purl.obolibrary.org/obo/UBERON_0002655>	"body of lateral ventricle"	<http://purl.obolibrary.org/obo/DHBA_10598>	"true"
"brachium of inferior colliculus"	<http://purl.obolibrary.org/obo/UBERON_0003025>	"brachium of inferior colliculus"	<http://purl.obolibrary.org/obo/DHBA_12327>	"true"
"brachium of inferior colliculus"	<http://purl.obolibrary.org/obo/UBERON_0003025>	"brachium of inferior colliculus"	<http://purl.obolibrary.org/obo/DMBA_17753>	"true"
"brachium of inferior colliculus"	<http://purl.obolibrary.org/obo/UBERON_0003025>	"brachium of the inferior colliculus"	<http://purl.obolibrary.org/obo/HBA_265505386>	"true"
"brachium of inferior colliculus"	<http://purl.obolibrary.org/obo/UBERON_0003025>	"brachium of the inferior colliculus"	<http://purl.obolibrary.org/obo/MBA_482>	"true"
"brachium of superior colliculus"	<http://purl.obolibrary.org/obo/UBERON_0002580>	"brachium of superior colliculus"	<http://purl.obolibrary.org/obo/DHBA_12328>	"true"
"brachium of superior colliculus"	<http://purl.obolibrary.org/obo/UBERON_0002580>	"brachium of the superior colliculus"	<http://purl.obolibrary.org/obo/HBA_265505398>	"true"
"brachium of superior colliculus"	<http://purl.obolibrary.org/obo/UBERON_0002580>	"brachium of the superior colliculus"	<http://purl.obolibrary.org/obo/MBA_916>	"true"
"brain"	<http://purl.obolibrary.org/obo/UBERON_0000955>	"brain"	<http://purl.obolibrary.org/obo/DHBA_10155>	
"brain"	<http://purl.obolibrary.org/obo/UBERON_0000955>	"brain"	<http://purl.obolibrary.org/obo/HBA_4005>	
"brain"	<http://purl.obolibrary.org/obo/UBERON_0000955>	"Basic cell groups and regions"	<http://purl.obolibrary.org/obo/MBA_8>	
"brain"	<http://purl.obolibrary.org/obo/UBERON_0000955>	"root"	<http://purl.obolibrary.org/obo/MBA_997>	
"brain"	<http://purl.obolibrary.org/obo/UBERON_0000955>	"brain"	<http://purl.obolibrary.org/obo/PBA_3999>	
"brain commissure"	<http://purl.obolibrary.org/obo/UBERON_0005970>	"cerebellar commissure"	<http://purl.obolibrary.org/obo/DMBA_17754>	"true"
"brain commissure"	<http://purl.obolibrary.org/obo/UBERON_0005970>	"cerebellar commissure"	<http://purl.obolibrary.org/obo/MBA_744>	"true"
"brain commissure"	<http://purl.obolibrary.org/obo/UBERON_0005970>	"ventral commissure of the spinal cord"	<http://purl.obolibrary.org/obo/MBA_858>	"true"
"brain gray matter"	<http://purl.obolibrary.org/obo/UBERON_0003528>	"gray matter"	<http://purl.obolibrary.org/obo/HBA_4006>	"true"
"brain marginal zone"	<http://purl.obolibrary.org/obo/UBERON_0010403>	"marginal zone"	<http://purl.obolibrary.org/obo/DHBA_10508>	"true"
"brain ventricle"	<http://purl.obolibrary.org/obo/UBERON_0004086>	"ventricles"	<http://purl.obolibrary.org/obo/HBA_9418>	"true"
"brain white matter"	<http://purl.obolibrary.org/obo/UBERON_0003544>	"white matter"	<http://purl.obolibrary.org/obo/HBA_9218>	
"brain white matter"	<http://purl.obolibrary.org/obo/UBERON_0003544>	"medial olfactory tract"	<http://purl.obolibrary.org/obo/DMBA_17779>	"true"
"brainstem"	<http://purl.obolibrary.org/obo/UBERON_0002298>	"Brain stem"	<http://purl.obolibrary.org/obo/MBA_343>	"true"
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"substantia nigra"	<http://purl.obolibrary.org/obo/DHBA_12251>	"true"
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"interfascicular nucleus"	<http://purl.obolibrary.org/obo/DHBA_12262>	"true"
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"subbrachial nucleus"	<http://purl.obolibrary.org/obo/DHBA_12290>	"true"
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"nuclei of lateral lemniscus"	<http://purl.obolibrary.org/obo/DHBA_12454>	"true"
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"subcoeruleus nucleus"	<http://purl.obolibrary.org/obo/DHBA_12500>	"true"
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"lateral terminal nucleus of accessory optic tract"	<http://purl.obolibrary.org/obo/DHBA_13236>	"true"
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"medial preoptic nucleus"	<http://purl.obolibrary.org/obo/DMBA_15604>	"true"
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"supraoptic nucleus"	<http://purl.obolibrary.org/obo/DMBA_15633>	"true"
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"suprachiasmatic nucleus"	<http://purl.obolibrary.org/obo/DMBA_15660>	"true"
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"anterior hypothalamic nucleus"	<http://purl.obolibrary.org/obo/DMBA_15662>	"true"
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"ventromedial hypothalamic nucleus"	<http://purl.obolibrary.org/obo/DMBA_15675>	"true"
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"dorsal premammillary nucleus"	<http://purl.obolibrary.org/obo/DMBA_15719>	"true"
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"medial mammillary nucleus"	<http://purl.obolibrary.org/obo/DMBA_15729>	"true"
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"lateral mammillary nucleus"	<http://purl.obolibrary.org/obo/DMBA_15734>	"true"
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"lateral tuberal nucleus"	<http://purl.obolibrary.org/obo/DMBA_16271>	"true"
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"pregeniculate nucleus"	<http://purl.obolibrary.org/obo/DMBA_16341>	"true"
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"medial habenular nucleus"	<http://purl.obolibrary.org/obo/DMBA_16388>	"true"
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"centromedian nucleus"	<http://purl.obolibrary.org/obo/DMBA_16402>	"true"
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"rhomboid nucleus"	<http://purl.obolibrary.org/obo/DMBA_16405>	"true"
"brainstem nucleus"	<http://purl.obolibrary.org/obo/UBERON_0006331>	"paratenial nucleus"	<http://purl.obolibrary.org/obo/DMBA_16410>	"true"
